id_intervention,raison_sortie,date_debut,date_fin,FL_CCR_CCF,nb_eng_CC,label,year,geometry,latitude,longitude,IN,date,type,coef,h3
18BB005627,NATURELS,2018-02-03 18:45:04,2018-02-03 21:52:15,1.0,1.0,1.0,2018,POINT (5.317978926506873 46.211909280541214),46.211909280541214,5.317978926506873,True,2018-02-03,NATURELS,1.0,871f91896ffffff
18BB006516,NATURELS,2018-02-09 15:46:28,2018-02-09 16:15:10,1.0,1.0,1.0,2018,POINT (5.97415678278194 46.22417739410511),46.22417739410511,5.97415678278194,True,2018-02-09,NATURELS,1.0,
18BB007200,NATURELS,2018-02-13 19:48:46,2018-02-13 20:48:35,1.0,1.0,1.0,2018,POINT (5.127825314524136 45.819113726341044),45.81911372634104,5.127825314524136,True,2018-02-13,NATURELS,1.0,871f91506ffffff
18BB007718,NATURELS,2018-02-17 11:37:29,2018-02-17 12:45:04,1.0,1.0,1.0,2018,POINT (5.654355188648657 46.24894149355919),46.24894149355919,5.654355188648657,True,2018-02-17,NATURELS,1.0,871f918ddffffff
18BB008192,NATURELS,2018-02-20 10:53:19,2018-02-20 12:55:19,1.0,4.0,1.0,2018,POINT (5.119241659142113 45.874871603089176),45.874871603089176,5.119241659142113,True,2018-02-20,NATURELS,1.0,871f91520ffffff
18BB008782,NATURELS,2018-02-24 12:22:55,2018-02-24 13:18:14,1.0,2.0,1.0,2018,POINT (5.694001616963057 45.874770908851744),45.874770908851744,5.694001616963057,True,2018-02-24,NATURELS,1.0,871f91089ffffff
18BB008899,NATURELS,2018-02-25 06:38:54,2018-02-25 08:13:23,1.0,1.0,1.0,2018,POINT (4.915216563888799 46.390637909035235),46.39063790903524,4.915216563888799,True,2018-02-25,NATURELS,1.0,871f9561effffff
18BB008934,NATURELS,2018-02-25 14:53:57,2018-02-25 16:43:29,1.0,1.0,1.0,2018,POINT (5.554742453497381 46.22597284615712),46.22597284615712,5.554742453497381,True,2018-02-25,NATURELS,1.0,871f918d0ffffff
18BB009106,NATURELS,2018-02-26 15:42:01,2018-02-26 19:39:17,1.0,2.0,1.0,2018,POINT (5.154202824813749 46.43494309981025),46.43494309981025,5.154202824813749,True,2018-02-26,NATURELS,1.0,871f9565cffffff
18BB009119,NATURELS,2018-02-26 17:13:43,2018-02-26 17:55:28,1.0,1.0,1.0,2018,POINT (5.416801157518196 46.091708282982566),46.091708282982566,5.416801157518196,True,2018-02-26,NATURELS,1.0,871f91c4bffffff
18BB009147,NATURELS,2018-02-26 19:38:34,2018-02-26 21:12:37,1.0,1.0,1.0,2018,POINT (5.445519565668526 46.04030991026912),46.04030991026912,5.445519565668526,True,2018-02-26,NATURELS,1.0,871f911a3ffffff
18BB009265,NATURELS,2018-02-27 14:41:31,2018-02-27 18:28:06,1.0,5.0,1.0,2018,POINT (5.77492447430822 45.85705296491045),45.85705296491045,5.77492447430822,True,2018-02-27,FORET,1.0,871f910deffffff
18BB009268,NATURELS,2018-02-27 15:00:45,2018-02-27 15:50:17,1.0,1.0,1.0,2018,POINT (5.457239394653302 46.262134635320656),46.262134635320656,5.457239394653302,True,2018-02-27,NATURELS,1.0,871f9188cffffff
18BB009303,NATURELS,2018-02-27 18:34:57,2018-02-27 19:28:21,1.0,2.0,1.0,2018,POINT (5.422407501102598 46.045446324276256),46.045446324276256,5.422407501102598,True,2018-02-27,NATURELS,1.0,871f911a0ffffff
18BB009369,NATURELS,2018-02-28 08:24:11,2018-02-28 09:31:27,1.0,1.0,1.0,2018,POINT (4.816266459531919 45.93294912938206),45.93294912938206,4.816266459531919,True,2018-02-28,NATURELS,1.0,871f90345ffffff
18BB009540,NATURELS,2018-03-01 06:36:06,2018-03-01 07:22:40,1.0,1.0,1.0,2018,POINT (4.791862286917909 45.93676020644561),45.93676020644561,4.791862286917909,True,2018-03-01,NATURELS,1.0,871f90363ffffff
18BB009696,NATURELS,2018-03-02 01:21:11,2018-03-02 03:11:14,1.0,1.0,1.0,2018,POINT (4.9860841418318 46.215041574562235),46.21504157456224,4.9860841418318,True,2018-03-02,NATURELS,1.0,871f91d05ffffff
18BB011020,NATURELS,2018-03-09 14:51:48,2018-03-09 17:03:41,1.0,2.0,1.0,2018,POINT (5.458416999668472 46.26161596960971),46.26161596960971,5.458416999668472,True,2018-03-09,NATURELS,1.0,871f9188cffffff
18BB011022,NATURELS,2018-03-09 15:12:31,2018-03-09 17:04:23,1.0,1.0,1.0,2018,POINT (5.1589432843188305 46.124887207049404),46.124887207049404,5.158943284318831,True,2018-03-09,NATURELS,1.0,871f91c28ffffff
18BB011043,NATURELS,2018-03-09 17:59:18,2018-03-09 18:09:57,1.0,1.0,1.0,2018,POINT (5.697253869029885 46.14661111453873),46.14661111453873,5.697253869029885,True,2018-03-09,NATURELS,1.0,871f91155ffffff
18BB011058,NATURELS,2018-03-09 19:15:06,2018-03-09 20:09:26,1.0,1.0,1.0,2018,POINT (5.413028389473063 45.97591383584533),45.97591383584533,5.413028389473063,True,2018-03-09,NATURELS,1.0,871f91195ffffff
18BB012634,NATURELS,2018-03-19 16:35:15,2018-03-19 17:26:55,1.0,1.0,1.0,2018,POINT (5.4087098041344674 45.86988657706372),45.86988657706372,5.4087098041344674,True,2018-03-19,NATURELS,1.0,871f9156affffff
18BB012964,NATURELS,2018-03-21 14:59:17,2018-03-21 17:56:12,1.0,5.0,1.0,2018,POINT (5.501863721354375 46.027532975400725),46.027532975400725,5.501863721354375,True,2018-03-21,NATURELS,1.0,871f911aaffffff
18BB012992,NATURELS,2018-03-21 18:48:45,2018-03-21 19:16:44,1.0,1.0,1.0,2018,POINT (5.454015641566572 46.065754958715196),46.0657549587152,5.454015641566572,True,2018-03-21,NATURELS,1.0,871f91112ffffff
18BB013089,NATURELS,2018-03-22 13:53:41,2018-03-22 14:49:38,1.0,1.0,1.0,2018,POINT (5.331514331372835 46.183956169010585),46.183956169010585,5.331514331372835,True,2018-03-22,NATURELS,1.0,871f91892ffffff
18BB013124,NATURELS,2018-03-22 17:02:52,2018-03-22 17:44:45,1.0,1.0,1.0,2018,POINT (5.556168378897482 46.22419442671198),46.22419442671198,5.556168378897482,True,2018-03-22,NATURELS,1.0,871f918d0ffffff
18BB013199,NATURELS,2018-03-23 08:20:54,2018-03-23 10:11:14,1.0,1.0,1.0,2018,POINT (5.345876186255728 46.24718532092802),46.24718532092802,5.345876186255728,True,2018-03-23,NATURELS,1.0,871f918b3ffffff
18BB013311,NATURELS,2018-03-23 18:36:32,2018-03-23 19:20:01,1.0,1.0,1.0,2018,POINT (4.963003830850036 45.9263371917624),45.9263371917624,4.963003830850036,True,2018-03-23,NATURELS,1.0,871f91cb3ffffff
18BB013400,NATURELS,2018-03-24 10:45:48,2018-03-24 13:36:54,1.0,4.0,1.0,2018,POINT (5.119241659142113 45.874871603089176),45.874871603089176,5.119241659142113,True,2018-03-24,NATURELS,1.0,871f91520ffffff
18BB013421,NATURELS,2018-03-24 12:17:45,2018-03-24 13:00:07,1.0,1.0,1.0,2018,POINT (5.252904137726063 45.890050225274976),45.890050225274976,5.252904137726063,True,2018-03-24,NATURELS,1.0,871f91cdaffffff
18BB013438,NATURELS,2018-03-24 14:24:26,2018-03-24 15:40:20,1.0,1.0,1.0,2018,POINT (5.082088429002342 45.85226138918117),45.85226138918117,5.082088429002342,True,2018-03-24,NATURELS,1.0,871f91535ffffff
18BB013486,NATURELS,2018-03-24 19:07:56,2018-03-24 20:06:05,1.0,1.0,1.0,2018,POINT (5.088417076602609 45.8530969611816),45.8530969611816,5.088417076602609,True,2018-03-24,FORET,1.0,871f91535ffffff
18BB013516,NATURELS,2018-03-24 23:11:35,2018-03-24 23:53:31,1.0,1.0,1.0,2018,POINT (5.2550804200791505 45.8929107883983),45.8929107883983,5.255080420079151,True,2018-03-24,NATURELS,1.0,871f91cdaffffff
18BB013640,NATURELS,2018-03-25 17:15:57,2018-03-25 21:39:28,1.0,9.0,1.0,2018,POINT (5.119241659142113 45.874871603089176),45.874871603089176,5.119241659142113,True,2018-03-25,NATURELS,1.0,871f91520ffffff
18BB013653,NATURELS,2018-03-25 19:02:40,2018-03-25 20:02:43,1.0,1.0,1.0,2018,POINT (5.661043893902512 46.286674528286014),46.286674528286014,5.661043893902512,True,2018-03-25,NATURELS,1.0,871f918c1ffffff
18BB013726,NATURELS,2018-03-26 09:45:33,2018-03-26 10:43:43,1.0,1.0,1.0,2018,POINT (5.088417076602609 45.8530969611816),45.8530969611816,5.088417076602609,True,2018-03-26,FORET,1.0,871f91535ffffff
18BB014780,NATURELS,2018-04-01 17:57:21,2018-04-01 18:17:05,1.0,1.0,1.0,2018,POINT (4.918715224733337 45.87033560668211),45.87033560668211,4.918715224733337,True,2018-04-01,NATURELS,1.0,871f90265ffffff
18BB015028,NATURELS,2018-04-03 11:49:13,2018-04-03 12:09:04,1.0,1.0,1.0,2018,POINT (5.600035427042644 45.9790545642757),45.9790545642757,5.600035427042644,True,2018-04-03,NATURELS,1.0,871f91010ffffff
18BB015559,NATURELS,2018-04-06 14:19:04,2018-04-06 16:01:43,1.0,1.0,1.0,2018,POINT (5.655320778801857 46.257765120417965),46.257765120417965,5.655320778801857,True,2018-04-06,NATURELS,1.0,871f918ceffffff
18BB015566,NATURELS,2018-04-06 15:15:08,2018-04-06 18:24:30,1.0,2.0,1.0,2018,POINT (5.48794608201474 45.99370686172045),45.99370686172045,5.48794608201474,True,2018-04-06,NATURELS,1.0,871f91181ffffff
18BB015574,NATURELS,2018-04-06 16:28:48,2018-04-06 17:43:02,1.0,1.0,1.0,2018,POINT (5.2862816598554785 45.8914580414623),45.8914580414623,5.286281659855479,True,2018-04-06,NATURELS,1.0,871f91575ffffff
18BB015602,NATURELS,2018-04-06 18:52:27,2018-04-06 19:58:52,1.0,1.0,1.0,2018,POINT (5.455556900350996 46.04151854959989),46.04151854959989,5.455556900350996,True,2018-04-06,NATURELS,1.0,871f911a1ffffff
18BB015638,NATURELS,2018-04-06 22:17:56,2018-04-06 23:00:48,1.0,1.0,1.0,2018,POINT (5.370044941361887 46.27175088346788),46.27175088346788,5.370044941361887,True,2018-04-06,NATURELS,1.0,871f918a2ffffff
18BB015722,NATURELS,2018-04-07 13:35:40,2018-04-07 17:17:21,1.0,5.0,1.0,2018,POINT (4.807534091963303 45.945283820661935),45.945283820661935,4.807534091963303,True,2018-04-07,NATURELS,1.0,871f90363ffffff
18BB015724,NATURELS,2018-04-07 13:52:06,2018-04-07 16:02:19,1.0,1.0,1.0,2018,POINT (5.418928780121662 45.87811554149227),45.87811554149227,5.418928780121662,True,2018-04-07,NATURELS,1.0,871f9156bffffff
18BB015738,NATURELS,2018-04-07 15:05:25,2018-04-07 16:09:38,1.0,1.0,1.0,2018,POINT (5.606048193305272 45.93567584200197),45.93567584200197,5.606048193305272,True,2018-04-07,NATURELS,1.0,871f910acffffff
18BB015742,NATURELS,2018-04-07 15:32:29,2018-04-07 17:14:04,1.0,1.0,1.0,2018,POINT (5.994015445530084 46.23701147053044),46.23701147053044,5.994015445530084,True,2018-04-07,FORET,1.0,871f91aaeffffff
18BB015751,NATURELS,2018-04-07 16:30:15,2018-04-07 18:07:45,1.0,1.0,1.0,2018,POINT (5.96410302929274 46.20452349265777),46.20452349265777,5.96410302929274,True,2018-04-07,NATURELS,1.0,
18BB015869,NATURELS,2018-04-08 12:08:29,2018-04-08 13:23:32,1.0,1.0,1.0,2018,POINT (5.6637401694720735 46.25787831925113),46.25787831925113,5.6637401694720735,True,2018-04-08,NATURELS,1.0,871f918ceffffff
18BB015921,NATURELS,2018-04-08 17:30:29,2018-04-08 20:01:24,1.0,1.0,1.0,2018,POINT (5.430864435705406 45.86597489704854),45.86597489704854,5.430864435705406,True,2018-04-08,NATURELS,1.0,871f9154cffffff
18BB015959,NATURELS,2018-04-08 23:53:18,2018-04-09 03:59:14,1.0,1.0,1.0,2018,POINT (5.428630545246866 46.234502646519715),46.23450264651972,5.428630545246866,True,2018-04-08,NATURELS,1.0,871f91883ffffff
18BB015990,NATURELS,2018-04-09 10:48:59,2018-04-09 11:28:51,1.0,1.0,1.0,2018,POINT (5.249071572183218 45.9111175294852),45.9111175294852,5.249071572183218,True,2018-04-09,NATURELS,1.0,871f91cd8ffffff
18BB016020,NATURELS,2018-04-09 14:04:52,2018-04-09 14:53:13,1.0,1.0,1.0,2018,POINT (5.414416718196391 46.07716903392653),46.07716903392653,5.414416718196391,True,2018-04-09,NATURELS,1.0,871f91c4bffffff
18BB016029,NATURELS,2018-04-09 14:45:37,2018-04-09 16:02:21,1.0,2.0,1.0,2018,POINT (5.461194062975483 46.081592721192244),46.08159272119224,5.461194062975483,True,2018-04-09,NATURELS,1.0,871f91112ffffff
18BB016080,NATURELS,2018-04-09 20:55:47,2018-04-09 21:43:22,1.0,1.0,1.0,2018,POINT (5.463593871576606 46.036902112033346),46.03690211203335,5.463593871576606,True,2018-04-09,NATURELS,1.0,871f911aeffffff
18BB016305,NATURELS,2018-04-11 15:46:29,2018-04-11 17:00:10,1.0,1.0,1.0,2018,POINT (5.303926454145313 46.1881764650987),46.1881764650987,5.303926454145313,True,2018-04-11,FORET,1.0,871f91c65ffffff
18BB016480,NATURELS,2018-04-12 16:52:38,2018-04-12 17:15:01,1.0,1.0,1.0,2018,POINT (5.693479892334558 45.71028415571681),45.71028415571681,5.693479892334558,True,2018-04-12,NATURELS,1.0,871f9171effffff
18BB016500,NATURELS,2018-04-12 19:11:22,2018-04-12 21:59:45,1.0,3.0,1.0,2018,POINT (5.809188142285021 46.08798626074307),46.08798626074307,5.809188142285021,True,2018-04-12,NATURELS,1.0,871f91075ffffff
18BB016516,NATURELS,2018-04-12 20:39:51,2018-04-12 21:20:52,1.0,1.0,1.0,2018,POINT (5.655320778801857 46.257765120417965),46.257765120417965,5.655320778801857,True,2018-04-12,NATURELS,1.0,871f918ceffffff
18BB016609,NATURELS,2018-04-13 14:08:54,2018-04-13 15:11:23,1.0,1.0,1.0,2018,POINT (5.197372453377824 46.21986526531427),46.21986526531427,5.197372453377824,True,2018-04-13,NATURELS,1.0,871f91d40ffffff
18BB016793,NATURELS,2018-04-14 16:18:27,2018-04-14 17:13:18,1.0,1.0,1.0,2018,POINT (5.344489936296153 46.04777526405157),46.04777526405157,5.344489936296153,True,2018-04-14,NATURELS,1.0,871f91c58ffffff
18BB017071,NATURELS,2018-04-16 15:08:20,2018-04-16 20:21:46,1.0,6.0,1.0,2018,POINT (4.92526285935882 45.917372150442745),45.917372150442745,4.92526285935882,True,2018-04-16,NATURELS,1.0,871f91cb2ffffff
18BB017076,NATURELS,2018-04-16 15:56:08,2018-04-16 19:05:47,1.0,2.0,1.0,2018,POINT (5.0098236892740005 46.214681533173156),46.21468153317316,5.0098236892740005,True,2018-04-16,NATURELS,1.0,871f91d2affffff
18BB017112,NATURELS,2018-04-16 20:52:41,2018-04-16 21:33:06,1.0,1.0,1.0,2018,POINT (5.66377398614036 46.26757575855433),46.26757575855433,5.66377398614036,True,2018-04-16,NATURELS,1.0,871f918ceffffff
18BB017166,NATURELS,2018-04-17 09:59:20,2018-04-17 11:57:54,1.0,2.0,1.0,2018,POINT (5.607800122285917 45.84435401778134),45.84435401778134,5.607800122285917,True,2018-04-17,NATURELS,1.0,871f9109dffffff
18BB017324,NATURELS,2018-04-18 11:36:01,2018-04-18 12:39:23,1.0,1.0,1.0,2018,POINT (6.047855479523666 46.287139601990106),46.287139601990106,6.047855479523666,True,2018-04-18,NATURELS,1.0,871f91a1effffff
18BB017387,NATURELS,2018-04-18 18:09:33,2018-04-18 20:55:06,1.0,1.0,1.0,2018,POINT (5.772999233778508 46.057916226944364),46.05791622694437,5.772999233778508,True,2018-04-18,NATURELS,1.0,871f91076ffffff
18BB017420,NATURELS,2018-04-18 20:56:29,2018-04-18 21:35:36,1.0,1.0,1.0,2018,POINT (5.663594079821634 46.261439602741916),46.26143960274192,5.663594079821634,True,2018-04-18,NATURELS,1.0,871f918ceffffff
18BB017431,NATURELS,2018-04-18 21:33:33,2018-04-18 23:04:20,1.0,1.0,1.0,2018,POINT (5.533569816265731 45.74666000274744),45.74666000274744,5.533569816265731,True,2018-04-18,NATURELS,1.0,871f9144cffffff
18BB017445,NATURELS,2018-04-18 23:01:49,2018-04-19 00:01:46,1.0,1.0,1.0,2018,POINT (5.393545036049138 46.142374156841726),46.142374156841726,5.393545036049138,True,2018-04-18,NATURELS,1.0,871f91c6bffffff
18BB017542,NATURELS,2018-04-19 16:38:56,2018-04-19 18:16:37,1.0,1.0,1.0,2018,POINT (5.730459391556168 46.21934595320272),46.21934595320272,5.730459391556168,True,2018-04-19,NATURELS,1.0,871f91160ffffff
18BB017548,NATURELS,2018-04-19 16:52:11,2018-04-19 18:07:17,1.0,1.0,1.0,2018,POINT (5.823218185722274 46.118623961825605),46.118623961825605,5.823218185722274,True,2018-04-19,FORET,1.0,871f91064ffffff
18BB017590,NATURELS,2018-04-19 22:16:38,2018-04-19 23:19:40,1.0,1.0,1.0,2018,POINT (5.774786645444652 46.09375797368206),46.09375797368206,5.774786645444652,True,2018-04-19,NATURELS,1.0,871f9115bffffff
18BB017678,NATURELS,2018-04-20 13:37:23,2018-04-20 14:45:41,1.0,1.0,1.0,2018,POINT (5.502029764061539 46.11734572562389),46.11734572562389,5.502029764061539,True,2018-04-20,NATURELS,1.0,871f91115ffffff
18BB017732,NATURELS,2018-04-20 19:48:51,2018-04-21 10:40:49,1.0,2.0,1.0,2018,POINT (5.216757559210866 45.91616227756218),45.91616227756218,5.216757559210866,True,2018-04-20,NATURELS,1.0,871f91cdeffffff
18BB017762,NATURELS,2018-04-20 23:20:29,2018-04-21 00:44:24,1.0,1.0,1.0,2018,POINT (5.6378446999765925 46.252800827753326),46.252800827753326,5.6378446999765925,True,2018-04-20,NATURELS,1.0,871f918c3ffffff
18BB017857,NATURELS,2018-04-21 14:35:04,2018-04-21 15:18:42,1.0,1.0,1.0,2018,POINT (4.912634336224377 46.21556646466433),46.21556646466433,4.912634336224377,True,2018-04-21,NATURELS,1.0,871f91d35ffffff
18BB017868,NATURELS,2018-04-21 15:29:21,2018-04-21 18:01:45,1.0,1.0,1.0,2018,POINT (5.230359424304021 45.927292258848354),45.927292258848354,5.230359424304021,True,2018-04-21,NATURELS,1.0,871f91cdcffffff
18BB017880,NATURELS,2018-04-21 16:48:05,2018-04-21 17:11:02,1.0,1.0,1.0,2018,POINT (5.66049822457645 46.246230944711236),46.24623094471124,5.66049822457645,True,2018-04-21,NATURELS,1.0,871f918ddffffff
18BB017915,NATURELS,2018-04-21 19:23:38,2018-04-21 22:11:01,1.0,1.0,1.0,2018,POINT (5.610984312206064 46.074493397374155),46.07449339737416,5.610984312206064,True,2018-04-21,NATURELS,1.0,871f91026ffffff
18BB017928,NATURELS,2018-04-21 20:56:33,2018-04-21 21:46:20,1.0,1.0,1.0,2018,POINT (4.979442875895849 46.21982387323954),46.21982387323954,4.979442875895849,True,2018-04-21,NATURELS,1.0,871f91d05ffffff
18BB017937,NATURELS,2018-04-21 21:36:52,2018-04-21 22:39:46,1.0,1.0,1.0,2018,POINT (5.964636163599227 46.223654372521636),46.22365437252164,5.964636163599227,True,2018-04-21,FORET,1.0,871f91aa3ffffff
18BB017954,NATURELS,2018-04-22 00:25:50,2018-04-22 02:09:23,1.0,1.0,1.0,2018,POINT (4.759520641969839 45.974446285845175),45.974446285845175,4.759520641969839,True,2018-04-22,NATURELS,1.0,871f90364ffffff
18BB018024,NATURELS,2018-04-22 12:35:13,2018-04-22 13:29:05,1.0,1.0,1.0,2018,POINT (5.212704351050618 45.88707858652584),45.88707858652584,5.212704351050618,True,2018-04-22,NATURELS,1.0,871f9152dffffff
18BB018043,NATURELS,2018-04-22 14:54:37,2018-04-22 22:02:33,1.0,7.0,1.0,2018,POINT (4.771037466167252 46.0840313685601),46.0840313685601,4.771037466167252,True,2018-04-22,FORET,1.0,871f90a5affffff
18BB018044,NATURELS,2018-04-22 14:57:00,2018-04-22 15:35:33,1.0,1.0,1.0,2018,POINT (6.057260078818793 46.3251472054746),46.3251472054746,6.057260078818793,True,2018-04-22,NATURELS,1.0,871f91a00ffffff
18BB018055,NATURELS,2018-04-22 15:29:42,2018-04-22 16:54:10,1.0,1.0,1.0,2018,POINT (5.468437337299221 46.045177576589595),46.0451775765896,5.468437337299221,True,2018-04-22,NATURELS,1.0,871f911aeffffff
18BB018077,NATURELS,2018-04-22 17:35:03,2018-04-22 19:12:20,1.0,1.0,1.0,2018,POINT (5.551861993891097 46.11484901297313),46.11484901297313,5.551861993891097,True,2018-04-22,NATURELS,1.0,871f91103ffffff
18BB018087,NATURELS,2018-04-22 18:38:50,2018-04-22 21:12:14,1.0,1.0,1.0,2018,POINT (5.075174218475296 46.337218057481536),46.337218057481536,5.075174218475296,True,2018-04-22,NATURELS,1.0,871f956c1ffffff
18BB018125,NATURELS,2018-04-22 23:26:36,2018-04-23 01:41:13,1.0,2.0,1.0,2018,POINT (5.83030717246904 46.144422894500984),46.14442289450098,5.83030717246904,True,2018-04-22,NATURELS,1.0,871f9114bffffff
18BB018440,NATURELS,2018-04-24 21:47:11,2018-04-24 22:56:51,1.0,1.0,1.0,2018,POINT (5.455556900350996 46.04151854959989),46.04151854959989,5.455556900350996,True,2018-04-24,NATURELS,1.0,871f911a1ffffff
18BB018724,NATURELS,2018-04-27 04:15:35,2018-04-27 05:19:44,1.0,1.0,1.0,2018,POINT (5.039459695496911 45.95773717540524),45.95773717540524,5.039459695496911,True,2018-04-27,NATURELS,1.0,871f91c85ffffff
18BB018814,NATURELS,2018-04-27 16:44:57,2018-04-27 18:03:40,1.0,1.0,1.0,2018,POINT (5.290189394132574 46.15878890401405),46.15878890401405,5.290189394132574,True,2018-04-27,NATURELS,1.0,871f91c60ffffff
18BB018843,NATURELS,2018-04-27 19:58:38,2018-04-27 20:37:14,1.0,1.0,1.0,2018,POINT (4.921122269123763 46.20750539673865),46.20750539673865,4.921122269123763,True,2018-04-27,NATURELS,1.0,871f91d31ffffff
18BB018977,NATURELS,2018-04-28 16:15:08,2018-04-28 16:55:35,1.0,1.0,1.0,2018,POINT (4.838448216988594 46.29870306103927),46.29870306103927,4.838448216988594,True,2018-04-28,NATURELS,1.0,871f95680ffffff
18BB018991,NATURELS,2018-04-28 17:13:00,2018-04-28 18:23:19,1.0,1.0,1.0,2018,POINT (5.390538145878161 46.06404171214387),46.06404171214387,5.390538145878161,True,2018-04-28,FORET,1.0,871f911a4ffffff
18BB018993,NATURELS,2018-04-28 17:35:12,2018-04-28 20:10:51,1.0,1.0,1.0,2018,POINT (5.482156901038108 45.821846049631795),45.8218460496318,5.482156901038108,True,2018-04-28,NATURELS,1.0,871f91465ffffff
18BB019286,NATURELS,2018-04-30 13:49:32,2018-04-30 14:17:34,1.0,1.0,1.0,2018,POINT (5.769279158704773 45.78140939973586),45.78140939973586,5.769279158704773,True,2018-04-30,NATURELS,1.0,871f9170cffffff
18BB019343,NATURELS,2018-04-30 22:44:43,2018-05-01 01:40:57,1.0,2.0,1.0,2018,POINT (5.03087249548278 45.82085854483892),45.82085854483892,5.03087249548278,True,2018-04-30,NATURELS,1.0,871f91536ffffff
18BB019422,NATURELS,2018-05-01 16:33:25,2018-05-01 17:49:02,1.0,1.0,1.0,2018,POINT (4.830019586692178 46.21074596986556),46.21074596986556,4.830019586692178,True,2018-05-01,FORET,1.0,871f90a69ffffff
18BB019432,NATURELS,2018-05-01 18:33:50,2018-05-01 20:10:20,1.0,1.0,1.0,2018,POINT (5.326406613822162 46.363782831056135),46.363782831056135,5.326406613822162,True,2018-05-01,NATURELS,1.0,871f9198cffffff
18BB019452,NATURELS,2018-05-01 20:56:28,2018-05-01 22:11:46,1.0,1.0,1.0,2018,POINT (5.971996793149971 46.15869668114983),46.15869668114983,5.971996793149971,True,2018-05-01,NATURELS,1.0,871f91a9cffffff
18BB019542,NATURELS,2018-05-02 13:09:31,2018-05-02 14:55:18,1.0,2.0,1.0,2018,POINT (4.826598461015248 45.9638930346575),45.9638930346575,4.826598461015248,True,2018-05-02,NATURELS,1.0,871f9036cffffff
18BB019601,NATURELS,2018-05-02 19:43:55,2018-05-02 20:35:14,1.0,1.0,1.0,2018,POINT (5.995293527228156 46.26108120077927),46.26108120077927,5.995293527228156,True,2018-05-02,NATURELS,1.0,871f91aacffffff
18BB020100,NATURELS,2018-05-05 20:17:31,2018-05-05 21:23:20,1.0,1.0,1.0,2018,POINT (4.871114712571139 45.97500777052346),45.97500777052346,4.871114712571139,True,2018-05-05,NATURELS,1.0,871f9036dffffff
18BB020264,NATURELS,2018-05-06 18:59:38,2018-05-06 19:09:03,1.0,1.0,1.0,2018,POINT (5.212417065450241 45.77753981567696),45.77753981567696,5.212417065450241,True,2018-05-06,NATURELS,1.0,871f91519ffffff
18BB020398,NATURELS,2018-05-07 16:08:19,2018-05-07 17:41:40,1.0,1.0,1.0,2018,POINT (6.017423699182013 46.241323641727334),46.24132364172733,6.017423699182013,True,2018-05-07,NATURELS,1.0,871f91aa8ffffff
18BB020537,NATURELS,2018-05-08 16:12:06,2018-05-08 18:57:28,1.0,1.0,1.0,2018,POINT (5.116652724553157 46.32277740799812),46.32277740799812,5.116652724553157,True,2018-05-08,NATURELS,1.0,871f956ceffffff
